geoid10,Sum_acres_res,Sum_acres_sf8_7,prct_sf,CNTY,TRACT,BG,Total_pop,White_non_Hisp,Black_non_Hisp,AIAN_non_Hisp,API_non_Hisp,Other_2_non_Hisp,Hispanic_or_Latino,Total_Minority,pWhite_non_Hisp,pBlack_non_Hisp,pAIAN_non_Hisp,pAPI_non_Hisp,pOther_2__non_Hisp,pHispanic_or_Latino,pTotal_Minority,White__Black,White_AIAN,White__API,White__Other_2_,White__Hispanic,White__Minority,Black__AIAN,Black__API,Black__Other_2_,Black__Hispanic,AIAN__Asian,AIAN__Other_2_,AIAN__Hispanic,API__Other_2_,API__Hispanic,Other_2___Hispanic
5.3033E+11,103.0034202,88.38607579,0.858088748,33,29901,3,1646,1157,68,30,151,119,121,489,0.0004,0.0003,0.001,0.0003,0.0005,0.0003,0.0003,1.342,-6.1161,1.7197,-0.4423,1.4066,1.0634,-7.4581,0.3777,-1.7843,0.0646,7.8358,5.6738,7.5227,-2.162,-0.3132,1.8489
5.3033E+11,131.1710989,131.1710989,1,33,29902,1,1189,828,75,11,101,90,84,361,0.0003,0.0003,0.0004,0.0002,0.0004,0.0002,0.0002,-0.2084,-0.7211,1.3542,-0.5118,1.0699,0.6865,-0.5127,1.5626,-0.3034,1.2783,2.0753,0.2093,1.791,-1.866,-0.2843,1.5817
5.3033E+11,401.4547721,401.4547721,1,33,29902,2,1504,669,232,0,276,91,236,835,0.0003,0.001,0,0.0005,0.0004,0.0006,0.0006,-7.7752,2.5209,-2.3047,-1.1513,-3.2392,-3.1079,10.2961,5.4705,6.6239,4.536,-4.8256,-3.6722,-5.7601,1.1534,-0.9345,-2.0879
5.3033E+11,660.2466127,660.2466127,1,33,29902,3,2128,1298,17,0,526,151,136,830,0.0005,0.0001,0,0.0009,0.0006,0.0003,0.0006,4.1367,4.8911,-4.3055,-1.2023,1.5718,-0.704,0.7545,-8.4422,-5.339,-2.5649,-9.1967,-6.0935,-3.3194,3.1032,5.8773,2.7741
5.3033E+11,262.0980025,253.8333363,0.968467268,33,30003,1,1018,690,60,0,96,95,77,328,0.0003,0.0003,0,0.0002,0.0004,0.0002,0.0002,-0.0627,2.6001,0.9216,-1.2336,0.7207,0.389,2.6628,0.9843,-1.1709,0.7834,-1.6785,-3.8336,-1.8794,-2.1552,-0.2009,1.9543
5.3033E+11,292.9243732,234.8778153,0.801837733,33,30003,2,1470,982,40,13,45,97,293,488,0.0004,0.0002,0.0005,0.0001,0.0004,0.0007,0.0003,1.9252,-0.8392,2.9136,-0.214,-3.4509,0.4107,-2.7644,0.9884,-2.1392,-5.3761,3.7528,0.6252,-2.6117,-3.1276,-6.3645,-3.237
5.3033E+11,146.7893353,91.22132225,0.621443799,33,30003,3,1313,427,0,0,221,25,640,886,0.0002,0,0,0.0004,0.0001,0.0016,0.0006,1.609,1.609,-2.255,0.6002,-14.0116,-4.3636,0,-3.864,-1.0089,-15.6206,-3.864,-1.0089,-15.6206,2.8551,-11.7566,-14.6118
5.3033E+11,139.7046631,139.7046631,1,33,30003,4,1263,692,166,0,96,233,76,571,0.0003,0.0007,0,0.0002,0.0009,0.0002,0.0004,-4.7594,2.6076,0.9291,-6.7949,0.7527,-1.2416,7.367,5.6886,-2.0355,5.5121,-1.6785,-9.4025,-1.8549,-7.724,-0.1765,7.5476
5.3033E+11,208.1615202,140.2776456,0.673888457,33,30003,5,1460,173,676,0,17,15,579,1287,0.0001,0.003,0,0,0.0001,0.0014,0.0009,-29.3488,0.6519,0.3547,0.0466,-13.4799,-8.0239,30.0007,29.7035,29.3954,15.8689,-0.2972,-0.6053,-14.1318,-0.3081,-13.8345,-13.5265
5.3033E+11,73.70532108,68.25389638,0.926037569,33,30004,1,2168,358,408,0,492,46,864,1810,0.0001,0.0018,0,0.0009,0.0002,0.0021,0.0012,-16.7579,1.349,-7.2532,-0.5073,-19.7388,-10.8524,18.1069,9.5047,16.2506,-2.9809,-8.6022,-1.8563,-21.0878,6.7459,-12.4856,-19.2315
5.3033E+11,78.10326619,18.96344057,0.242799584,33,30004,2,1804,565,643,0,207,63,326,1239,0.0002,0.0029,0,0.0004,0.0003,0.0008,0.0008,-26.4071,2.129,-1.4902,-0.4133,-5.8277,-6.2232,28.5362,24.917,25.9939,20.5794,-3.6192,-2.5423,-7.9568,1.0769,-4.3375,-5.4144
5.3033E+11,41.14933646,21.06349943,0.511879443,33,30004,3,1164,352,128,0,22,183,479,812,0.0001,0.0006,0,0,0.0007,0.0012,0.0005,-4.3542,1.3264,0.9418,-6.0584,-10.3646,-4.1474,5.6806,5.296,-1.7042,-6.0104,-0.3847,-7.3848,-11.6911,-7.0002,-11.3064,-4.3062
5.3033E+11,114.0503414,103.1898438,0.904774527,33,30004,4,1066,359,109,0,424,2,172,707,0.0001,0.0005,0,0.0007,0,0.0004,0.0005,-3.4846,1.3528,-6.0605,1.2721,-2.8452,-3.4132,4.8374,-2.5759,4.7567,0.6394,-7.4133,-0.0807,-4.198,7.3326,3.2152,-4.1173
5.3033E+11,53.25327238,20.77119585,0.390045436,33,30004,5,1362,193,670,0,192,17,290,1169,0.0001,0.003,0,0.0003,0.0001,0.0007,0.0008,-29.0072,0.7273,-2.6297,0.0412,-6.3508,-7.1531,29.7344,26.3775,29.0484,22.6563,-3.357,-0.686,-7.0781,2.6709,-3.7211,-6.3921
5.3033E+11,47.73229943,3.99215682,0.083636382,33,30004,6,1324,442,332,0,78,224,248,882,0.0002,0.0015,0,0.0001,0.0009,0.0006,0.0006,-13.0685,1.6656,0.3018,-7.3738,-4.3874,-4.2801,14.7341,13.3703,5.6947,8.6811,-1.3638,-9.0393,-6.053,-7.6756,-4.6892,2.9863
5.3033E+11,105.0279253,10.74740402,0.102329014,33,30005,1,2544,457,74,0,259,29,1725,2087,0.0002,0.0003,0,0.0005,0.0001,0.0042,0.0014,-1.562,1.7221,-2.8063,0.5518,-40.3804,-12.3467,3.2841,-1.2443,2.1138,-38.8183,-4.5284,-1.1703,-42.1024,3.3581,-37.574,-40.9322
5.3033E+11,173.0340011,146.1148372,0.844428472,33,30005,2,1358,898,73,0,139,122,126,460,0.0003,0.0003,0,0.0002,0.0005,0.0003,0.0003,0.1441,3.3839,0.9536,-1.5393,0.3086,0.2829,3.2397,0.8094,-1.6835,0.1644,-2.4303,-4.9232,-3.0753,-2.4929,-0.645,1.8479
5.3033E+11,156.4077388,109.8948199,0.702617535,33,30005,3,2017,519,311,12,363,67,745,1498,0.0002,0.0014,0.0004,0.0006,0.0003,0.0018,0.001,-11.8464,-2.2347,-4.391,-0.748,-16.2277,-8.1425,9.6117,7.4553,11.0984,-4.3813,-2.1564,1.4867,-13.993,3.643,-11.8366,-15.4796
5.3033E+11,224.1108892,181.785494,0.811140836,33,30006,1,2212,738,298,0,250,70,856,1474,0.0003,0.0013,0,0.0004,0.0003,0.0021,0.001,-10.4442,2.7809,-1.5901,-0.0438,-18.1116,-7.1555,13.2252,8.8541,10.4004,-7.6674,-4.371,-2.8248,-20.8926,1.5463,-16.5215,-18.0678
5.3033E+11,229.6876104,36.0231523,0.156835418,33,30006,2,1752,396,534,0,377,40,405,1356,0.0001,0.0024,0,0.0007,0.0002,0.001,0.0009,-22.2066,1.4922,-5.0993,-0.122,-8.3927,-7.6487,23.6988,17.1073,22.0846,13.8139,-6.5915,-1.6142,-9.8849,4.9774,-3.2934,-8.2708
5.3033E+11,126.938337,126.1085194,0.993462829,33,30100,1,952,615,0,0,151,74,112,337,0.0002,0,0,0.0003,0.0003,0.0003,0.0002,2.3175,2.3175,-0.3227,-0.6688,-0.4162,0.0457,0,-2.6401,-2.9862,-2.7336,-2.6401,-2.9862,-2.7336,-0.3461,-0.0935,0.2526
5.3033E+11,164.9855,164.9855,1,33,30100,2,1055,919,14,0,75,47,0,136,0.0003,0.0001,0,0.0001,0.0002,0,0.0001,2.8417,3.463,2.1517,1.5663,3.463,2.5462,0.6213,-0.69,-1.2753,0.6213,-1.3113,-1.8966,0,-0.5853,1.3113,1.8966
5.3033E+11,254.6405674,227.0250829,0.891551119,33,30100,3,1433,1095,44,167,66,36,25,338,0.0004,0.0002,0.0058,0.0001,0.0001,0.0001,0.0002,2.1735,-54.19,2.9722,2.6735,3.516,1.8477,-56.3635,0.7988,0.5,1.3425,57.1622,56.8634,57.706,-0.2988,0.5438,0.8426
5.3033E+11,86.00024711,86.00024711,1,33,30100,4,990,516,0,0,97,187,190,474,0.0002,0,0,0.0002,0.0008,0.0005,0.0003,1.9444,1.9444,0.2484,-5.6018,-2.693,-1.2509,0,-1.696,-7.5462,-4.6374,-1.696,-7.5462,-4.6374,-5.8503,-2.9414,2.9089
5.3033E+11,66.92041947,30.99977433,0.463233413,33,30100,5,1340,333,659,0,79,21,248,1007,0.0001,0.0029,0,0.0001,0.0001,0.0006,0.0007,-27.9914,1.2548,-0.1264,0.4074,-4.7982,-5.5335,29.2463,27.865,28.3988,23.1933,-1.3812,-0.8474,-6.053,0.5338,-4.6717,-5.2056
5.3033E+11,311.1382218,305.3495555,0.981395194,33,30100,6,1007,741,0,26,55,148,37,266,0.0003,0,0.0009,0.0001,0.0006,0.0001,0.0002,2.7923,-6.2869,1.8306,-3.1802,1.8892,0.9991,-9.0792,-0.9616,-5.9724,-0.9031,8.1175,3.1067,8.1761,-5.0108,0.0586,5.0693
5.3033E+11,231.3945371,226.7544115,0.979947126,33,30100,7,791,728,33,0,15,15,0,63,0.0003,0.0001,0,0,0.0001,0,0,1.2787,2.7433,2.481,2.138,2.7433,2.3186,1.4645,1.2023,0.8592,1.4645,-0.2623,-0.6053,0,-0.343,0.2623,0.6053
5.3033E+11,121.8040627,113.6028892,0.93266913,33,30201,1,1129,703,148,9,61,87,121,426,0.0003,0.0007,0.0003,0.0001,0.0004,0.0003,0.0003,-3.9191,-0.4937,1.5825,-0.8618,-0.3042,-0.2227,3.4254,5.5017,3.0574,3.6149,2.0763,-0.368,0.1895,-2.4443,-1.8867,0.5575
5.3033E+11,128.028298,103.1212062,0.805456354,33,30201,2,1295,499,252,56,216,20,252,796,0.0002,0.0011,0.002,0.0004,0.0001,0.0006,0.0005,-9.3034,-17.6748,-1.8962,1.0733,-4.2703,-3.4856,-8.3714,7.4071,10.3766,5.0331,15.7785,18.748,13.4045,2.9695,-2.374,-5.3435
5.3033E+11,131.1314742,131.1314742,1,33,30201,3,1551,1093,33,0,59,24,342,458,0.0004,0.0001,0,0.0001,0.0001,0.0008,0.0003,2.6541,4.1187,3.0871,3.1502,-4.2286,1.0312,1.4645,0.433,0.496,-6.8827,-1.0316,-0.9685,-8.3473,0.0631,-7.3157,-7.3788
5.3033E+11,210.6379914,189.5935822,0.900092053,33,30201,4,1501,570,73,17,283,194,364,931,0.0002,0.0003,0.0006,0.0005,0.0008,0.0009,0.0006,-1.0918,-3.7885,-2.8001,-5.6808,-6.7363,-4.1281,-2.6967,-1.7083,-4.589,-5.6445,0.9884,-1.8923,-2.9478,-2.8807,-3.9362,-1.0555
5.3033E+11,121.7026249,68.45443687,0.56247297,33,30202,1,900,354,60,15,85,164,222,546,0.0001,0.0003,0.0005,0.0001,0.0007,0.0005,0.0004,-1.3288,-3.904,-0.1522,-5.2841,-4.0845,-2.3467,-2.5752,1.1766,-3.9553,-2.7556,3.7518,-1.3801,-0.1804,-5.1319,-3.9322,1.1997
5.3033E+11,155.6668252,151.6389586,0.97412508,33,30202,2,1549,775,80,0,271,149,274,774,0.0003,0.0004,0,0.0005,0.0006,0.0007,0.0005,-0.63,2.9204,-1.8178,-3.0924,-3.7672,-2.2973,3.5504,-1.1878,-2.4624,-3.1372,-4.7382,-6.0128,-6.6876,-1.2746,-1.9494,-0.6748
5.3033E+11,125.48491,107.9513703,0.86027372,33,30202,3,777,346,0,0,94,57,280,431,0.0001,0,0,0.0002,0.0002,0.0007,0.0003,1.3038,1.3038,-0.3397,-0.9964,-5.5302,-1.6016,0,-1.6435,-2.3002,-6.834,-1.6435,-2.3002,-6.834,-0.6567,-5.1905,-4.5338
5.3033E+11,113.8883461,95.72365162,0.840504361,33,30202,4,2234,1165,311,0,70,102,586,1069,0.0004,0.0014,0,0.0001,0.0004,0.0014,0.0007,-9.4121,4.39,3.1661,0.2739,-9.9126,-2.8163,13.8021,12.5782,9.686,-0.5005,-1.2239,-4.1161,-14.3026,-2.8922,-13.0787,-10.1865
5.3033E+11,119.6248063,20.72879224,0.17328172,33,30202,5,1780,678,555,0,416,103,28,1102,0.0003,0.0025,0,0.0007,0.0004,0.0001,0.0007,-22.0759,2.5549,-4.7186,-1.6016,1.8715,-4.8739,24.6308,17.3573,20.4743,23.9474,-7.2734,-4.1565,-0.6834,3.1169,6.59,3.4731
5.3033E+11,304.2207396,299.529507,0.984579511,33,30304,1,1882,934,65,0,584,45,254,948,0.0004,0.0003,0,0.001,0.0002,0.0006,0.0006,0.6348,3.5195,-6.6912,1.7036,-2.6799,-2.8711,2.8847,-7.3261,1.0687,-3.3147,-10.2108,-1.8159,-6.1994,8.3948,4.0113,-4.3835
5.3033E+11,1021.898688,990.5989764,0.969371023,33,30304,2,2334,845,733,0,231,11,514,1489,0.0003,0.0033,0,0.0004,0,0.0013,0.001,-29.3462,3.1841,-0.8547,2.7403,-9.3612,-6.8534,32.5304,28.4915,32.0865,19.985,-4.0388,-0.4439,-12.5453,3.5949,-8.5065,-12.1014
5.3033E+11,303.5193281,258.305382,0.851034376,33,30305,1,1501,945,270,14,62,49,161,556,0.0004,0.0012,0.0005,0.0001,0.0002,0.0004,0.0004,-8.4216,-1.3278,2.4769,1.5836,-0.3686,-0.1871,7.0938,10.8985,10.0052,8.053,3.8048,2.9114,0.9592,-0.8933,-2.8455,-1.9522
5.3033E+11,266.8332084,242.4632377,0.908669649,33,30305,2,1997,1223,58,0,463,123,130,774,0.0005,0.0003,0,0.0008,0.0005,0.0003,0.0005,2.0345,4.6085,-3.4866,-0.355,1.4356,-0.6091,2.574,-5.5211,-2.3895,-0.5989,-8.0952,-4.9636,-3.1729,3.1316,4.9222,1.7906
5.3033E+11,251.6508103,247.5660233,0.983768036,33,30305,3,1483,783,158,12,149,50,331,700,0.0003,0.0007,0.0004,0.0003,0.0002,0.0008,0.0005,-4.0615,-1.2399,0.3454,0.9328,-5.1283,-1.7683,2.8216,4.4069,4.9943,-1.0668,1.5852,2.1727,-3.8884,0.5874,-5.4736,-6.0611
5.3033E+11,189.8660169,180.7167449,0.951811956,33,30306,1,1470,990,55,0,114,40,271,480,0.0004,0.0002,0,0.0002,0.0002,0.0007,0.0003,1.2897,3.7305,1.7373,2.1164,-2.8838,0.4948,2.4409,0.4477,0.8267,-4.1735,-1.9932,-1.6142,-6.6144,0.379,-4.6212,-5.0002
5.3033E+11,363.3405475,362.7321397,0.998325516,33,30306,2,1169,468,343,38,119,153,48,701,0.0002,0.0015,0.0013,0.0002,0.0006,0.0001,0.0005,-13.4587,-11.506,-0.3171,-4.4107,0.592,-2.962,1.9527,13.1416,9.0481,14.0507,11.1889,7.0954,12.098,-4.0936,0.9091,5.0026
5.3033E+11,159.8687997,147.58795,0.923181698,33,30306,3,1585,999,26,43,218,127,172,586,0.0004,0.0001,0.0015,0.0004,0.0005,0.0004,0.0004,2.6106,-11.2511,-0.0471,-1.3605,-0.4336,-0.1858,-13.8617,-2.6577,-3.9711,-3.0442,11.204,9.8906,10.8175,-1.3134,-0.3865,0.9269
5.3033E+11,83.70781329,83.70781329,1,33,30306,4,1292,622,231,9,132,47,251,670,0.0002,0.001,0.0003,0.0002,0.0002,0.0006,0.0005,-7.9079,-0.799,0.0359,0.4472,-3.7824,-2.1727,7.1089,7.9438,8.3551,4.1255,0.8349,1.2461,-2.9834,0.4113,-3.8183,-4.2296
5.3033E+11,74.51315137,21.70056423,0.291231331,33,30308,1,980,687,1,52,137,50,53,293,0.0003,0,0.0018,0.0002,0.0002,0.0001,0.0002,2.5444,-15.5696,0.1934,0.5711,1.2952,0.6136,-18.1139,-2.351,-1.9733,-1.2492,15.763,16.1406,16.8647,0.3776,1.1017,0.7241
5.3033E+11,111.8028311,75.17868151,0.672421984,33,30308,2,1869,613,105,0,335,303,513,1256,0.0002,0.0005,0,0.0006,0.0012,0.0013,0.0008,-2.35,2.3099,-3.5473,-9.9174,-10.211,-6.1569,4.6599,-1.1973,-7.5674,-7.861,-5.8572,-12.2273,-12.5209,-6.3701,-6.6637,-0.2936
5.3033E+11,155.329423,155.329423,1,33,30308,3,1761,1206,15,0,126,328,86,555,0.0005,0.0001,0,0.0002,0.0013,0.0002,0.0004,3.8788,4.5445,2.3415,-8.6917,2.4455,0.8031,0.6657,-1.5373,-12.5705,-1.4333,-2.203,-13.2362,-2.099,-11.0332,0.104,11.1371
5.3033E+11,102.434371,39.3025011,0.383684702,33,30308,4,2407,398,798,0,788,77,346,2009,0.0001,0.0035,0,0.0014,0.0003,0.0008,0.0014,-33.9153,1.4998,-12.2778,-1.6075,-6.9451,-12.0432,35.415,21.6375,32.3078,26.9701,-13.7775,-3.1073,-8.4449,10.6703,5.3326,-5.3376
5.3033E+11,96.21245503,76.69214575,0.79711245,33,30309,1,1435,755,356,0,108,93,123,680,0.0003,0.0016,0,0.0002,0.0004,0.0003,0.0005,-12.9542,2.845,0.9567,-0.9079,-0.1571,-1.739,15.7992,13.9109,12.0463,12.7971,-1.8883,-3.7529,-3.0021,-1.8646,-1.1138,0.7508
5.3033E+11,39.14945777,,0,33,30309,2,1194,372,154,31,146,126,365,822,0.0001,0.0007,0.0011,0.0003,0.0005,0.0009,0.0006,-5.4327,-9.4234,-1.1509,-3.6828,-7.5069,-4.1394,-3.9907,4.2818,1.7499,-2.0742,8.2725,5.7405,1.9165,-2.5319,-6.3559,-3.824
5.3033E+11,213.7042207,157.0803899,0.735036442,33,30309,3,878,533,116,0,130,66,33,345,0.0002,0.0005,0,0.0002,0.0003,0.0001,0.0002,-3.1396,2.0085,-0.2645,-0.6549,1.203,-0.3172,5.1481,2.8751,2.4847,4.3426,-2.2729,-2.6634,-0.8054,-0.3904,1.4675,1.8579
5.3033E+11,103.4784759,40.10363803,0.38755536,33,30309,4,1996,693,519,0,487,206,91,1303,0.0003,0.0023,0,0.0009,0.0008,0.0002,0.0009,-20.4217,2.6114,-5.9034,-5.7016,0.3903,-6.1723,23.0331,14.5183,14.7201,20.812,-8.5148,-8.313,-2.2211,0.2018,6.2937,6.0919
5.3033E+11,108.4077217,104.2371317,0.961528663,33,30310,1,837,574,14,0,92,42,115,263,0.0002,0.0001,0,0.0002,0.0002,0.0003,0.0002,1.5416,2.163,0.5544,0.4681,-0.6439,0.39,0.6213,-0.9872,-1.0736,-2.1855,-1.6085,-1.6949,-2.8068,-0.0863,-1.1983,-1.112
5.3033E+11,104.3438084,104.3438084,1,33,30310,2,1509,861,51,0,465,46,86,648,0.0003,0.0002,0,0.0008,0.0002,0.0002,0.0004,0.9811,3.2444,-4.8857,1.3881,1.1454,-1.1238,2.2634,-5.8668,0.4071,0.1643,-8.1301,-1.8563,-2.099,6.2738,6.0311,-0.2427
5.3033E+11,273.8876169,210.5847647,0.768872894,33,30310,3,2211,753,73,0,828,158,399,1458,0.0003,0.0003,0,0.0014,0.0006,0.001,0.001,-0.4023,2.8375,-11.6394,-3.5385,-6.901,-6.9911,3.2397,-11.2372,-3.1362,-6.4988,-14.4769,-6.376,-9.7385,8.1009,4.7384,-3.3625
5.3033E+11,177.1940421,138.6904571,0.782703839,33,30310,4,2033,839,195,0,365,408,226,1194,0.0003,0.0009,0,0.0006,0.0016,0.0006,0.0008,-5.4925,3.1615,-3.2202,-13.303,-2.3545,-4.8874,8.6541,2.2723,-7.8104,3.138,-6.3817,-16.4645,-5.516,-10.0828,0.8657,10.9485
5.3033E+11,86.47439102,86.47439102,1,33,30311,1,1182,735,54,0,94,166,133,447,0.0003,0.0002,0,0.0002,0.0007,0.0003,0.0003,0.3731,2.7696,1.1261,-3.9291,-0.4765,-0.2436,2.3965,0.753,-4.3023,-0.8497,-1.6435,-6.6988,-3.2462,-5.0553,-1.6026,3.4526
5.3033E+11,90.84469296,70.09787314,0.771623205,33,30311,2,1774,847,116,0,109,120,582,927,0.0003,0.0005,0,0.0002,0.0005,0.0014,0.0006,-1.9564,3.1917,1.2859,-1.6508,-11.0133,-3.0573,5.1481,3.2423,0.3056,-9.0569,-1.9058,-4.8425,-14.205,-2.9367,-12.2992,-9.3625
5.3033E+11,131.37144,131.37144,1,33,30311,3,1671,549,249,4,397,47,425,1122,0.0002,0.0011,0.0001,0.0007,0.0002,0.001,0.0008,-8.9818,0.672,-4.8725,0.1721,-8.3043,-5.4948,9.6538,4.1093,9.1539,0.6775,-5.5444,-0.4999,-8.9763,5.0446,-3.4318,-8.4764
5.3033E+11,58.96258835,58.96258835,1,33,30311,4,444,232,25,0,40,59,88,212,0.0001,0.0001,0,0.0001,0.0002,0.0002,0.0001,-0.2353,0.8742,0.1749,-1.5067,-1.2736,-0.5549,1.1095,0.4101,-1.2714,-1.0383,-0.6994,-2.3809,-2.1478,-1.6815,-1.4485,0.2331
5.3033E+11,61.86542724,23.66662099,0.382550029,33,30312,1,1268,409,333,29,86,245,166,859,0.0002,0.0015,0.001,0.0002,0.001,0.0004,0.0006,-13.2373,-8.5856,0.0376,-8.3456,-2.5104,-4.2494,4.6517,13.2748,4.8917,10.7269,8.6231,0.24,6.0752,-8.3831,-2.548,5.8352
5.3033E+11,91.95206882,74.12251226,0.806099452,33,30312,2,903,460,217,35,12,5,174,443,0.0002,0.001,0.0012,0,0,0.0004,0.0003,-7.897,-10.4886,1.5236,1.5316,-2.5135,-1.2529,-2.5915,9.4206,9.4286,5.3836,12.0121,12.0202,7.9751,0.008,-4.037,-4.0451
5.3033E+11,136.6651031,133.3551756,0.975780741,33,30312,3,1353,562,131,0,446,120,94,791,0.0002,0.0006,0,0.0008,0.0005,0.0002,0.0005,-3.696,2.1177,-5.6802,-2.7248,-0.1765,-3.2145,5.8137,-1.9842,0.9712,3.5195,-7.7979,-4.8425,-2.2943,2.9554,5.5037,2.5482
5.3033E+11,82.14399135,82.14399135,1,33,30312,4,1580,770,107,26,172,142,363,810,0.0003,0.0005,0.0009,0.0003,0.0006,0.0009,0.0005,-1.8471,-6.1776,-0.1057,-2.8288,-5.9583,-2.5588,-4.3305,1.7414,-0.9817,-4.1112,6.0719,3.3489,0.2193,-2.723,-5.8525,-3.1295
5.3033E+11,223.1972317,,0,33,30313,1,1117,718,88,8,234,11,58,399,0.0003,0.0004,0.0003,0.0004,0,0.0001,0.0003,-1.1998,-0.088,-1.3857,2.2617,1.29,0.0159,1.1118,-0.1859,3.4615,2.4898,-1.2977,2.3497,1.378,3.6474,2.6757,-0.9717
5.3033E+11,227.6135545,3.780946657,0.016611254,33,30313,2,3299,1046,681,3,354,205,1010,2253,0.0004,0.003,0.0001,0.0006,0.0008,0.0025,0.0015,-26.2811,2.894,-2.2478,-4.331,-20.7097,-11.2462,29.175,24.0332,21.95,5.5713,-5.1418,-7.225,-23.6037,-2.0832,-18.4619,-16.3787
5.3033E+11,193.0151813,48.11816371,0.249297301,33,30314,1,1990,648,432,8,564,178,160,1342,0.0002,0.0019,0.0003,0.001,0.0007,0.0004,0.0009,-16.7302,-0.3518,-7.4193,-4.7412,-1.4633,-6.6048,16.3785,9.311,11.989,15.2669,-7.0675,-4.3894,-1.1116,2.678,5.9559,3.2779
5.3033E+11,67.49627742,50.6865863,0.750953804,33,30314,2,933,348,148,1,167,34,235,585,0.0001,0.0007,0,0.0003,0.0001,0.0006,0.0004,-5.2569,0.9621,-1.6085,-0.0607,-4.4244,-2.6322,6.219,3.6483,5.1962,0.8325,-2.5707,-1.0228,-5.3865,1.5478,-2.8158,-4.3637
5.3033E+11,56.71528473,,0,33,30314,3,1439,663,49,0,231,280,216,776,0.0002,0.0002,0,0.0004,0.0011,0.0005,0.0005,0.3237,2.4983,-1.5405,-8.8008,-2.7736,-2.7328,2.1746,-1.8642,-9.1246,-3.0973,-4.0388,-11.2992,-5.272,-7.2603,-1.2331,6.0272
5.3033E+11,311.0805899,285.6097769,0.918121497,33,30401,1,2535,1056,601,0,423,289,166,1479,0.0004,0.0027,0,0.0007,0.0012,0.0004,0.001,-22.693,3.9792,-3.4166,-7.6831,-0.0724,-5.9909,26.6722,19.2764,15.0099,22.6206,-7.3958,-11.6623,-4.0516,-4.2665,3.3442,7.6108
5.3033E+11,573.4262336,572.6582908,0.998660782,33,30401,2,2096,1463,16,176,258,123,60,633,0.0006,0.0001,0.0061,0.0005,0.0005,0.0001,0.0004,4.8028,-55.946,1.002,0.5493,4.0485,1.2458,-60.7489,-3.8008,-4.2535,-0.7544,56.948,56.4954,59.9945,-0.4526,3.0465,3.4991
5.3033E+11,315.3338373,315.3338373,1,33,30401,3,1394,1017,33,0,18,135,191,377,0.0004,0.0001,0,0,0.0005,0.0005,0.0003,2.3677,3.8323,3.5176,-1.6155,-0.8295,1.2909,1.4645,1.1498,-3.9833,-3.1972,-0.3147,-5.4478,-4.6618,-5.1331,-4.3471,0.786
5.3033E+11,459.9778333,459.9778333,1,33,30401,4,1327,956,72,30,0,149,120,371,0.0004,0.0003,0.001,0,0.0006,0.0003,0.0003,0.4071,-6.8735,3.6024,-2.4103,0.6736,1.1015,-7.2806,3.1953,-2.8174,0.2665,10.476,4.4632,7.5471,-6.0128,-2.9289,3.0839
5.3033E+11,140.1844394,130.6301478,0.931844849,33,30401,5,1953,1053,200,12,216,228,244,900,0.0004,0.0009,0.0004,0.0004,0.0009,0.0006,0.0006,-4.908,-0.2224,0.1914,-5.2328,-1.9874,-2.0991,4.6856,5.0994,-0.3248,2.9206,0.4138,-5.0104,-1.765,-5.4242,-2.1788,3.2454
5.3033E+11,146.2772536,146.2772536,1,33,30403,1,1261,866,53,0,212,74,56,395,0.0003,0.0002,0,0.0004,0.0003,0.0001,0.0003,0.9112,3.2633,-0.4434,0.2771,1.8965,0.6005,2.3521,-1.3545,-0.6341,0.9853,-3.7066,-2.9862,-1.3668,0.7204,2.3398,1.6194
5.3033E+11,175.7434737,168.4390628,0.958437086,33,30403,2,1624,1195,20,30,303,55,21,429,0.0005,0.0001,0.001,0.0005,0.0002,0.0001,0.0003,3.6154,-5.9729,-0.7947,2.2835,3.9905,1.6111,-9.5884,-4.4101,-1.3319,0.375,5.1783,8.2565,9.9634,3.0782,4.7852,1.7069
5.3033E+11,323.813703,311.2989079,0.961351867,33,30403,3,1708,1247,62,0,172,40,187,461,0.0005,0.0003,0,0.0003,0.0002,0.0005,0.0003,1.9474,4.699,1.6917,3.0848,0.1348,1.5913,2.7515,-0.2557,1.1374,-1.8126,-3.0073,-1.6142,-4.5641,1.3931,-1.5569,-2.95
5.3033E+11,586.6099007,559.2227265,0.953312799,33,30404,1,2410,1572,88,9,220,137,384,838,0.0006,0.0004,0.0003,0.0004,0.0006,0.0009,0.0006,2.0182,2.7809,2.0771,0.3951,-3.4487,0.2746,0.7626,0.0589,-1.6231,-5.467,-0.7037,-2.3857,-6.2296,-1.682,-5.5259,-3.8439
5.3033E+11,280.3204285,280.3204285,1,33,30404,2,1626,1220,17,45,133,119,92,406,0.0005,0.0001,0.0016,0.0002,0.0005,0.0002,0.0003,3.8428,-11.1167,2.2718,-0.2049,2.3518,1.8603,-14.9595,-1.5709,-4.0477,-1.491,13.3885,10.9118,13.4685,-2.4767,0.0799,2.5567
5.3033E+11,453.9636164,451.6698875,0.994947329,33,30404,3,992,900,14,34,12,0,32,92,0.0003,0.0001,0.0012,0,0,0.0001,0.0001,2.7701,-8.4814,3.1816,3.3914,2.6104,2.7712,-11.2514,0.4115,0.6213,-0.1597,11.6629,11.8728,11.0917,0.2098,-0.5712,-0.781
