FID,Join_Count,TARGET_FID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,FID_FLU_di,OBJECTID,Jurisdicti,Juris_zn,Zone_adj,Jurisdic_1,Zone_adj_1,Juris_zn_1,Key,Definition,Res_Use,MaxDU_Res
1521,1,1521,53,35,90700,3,530350907003.0,55,56,Bainbridge,Bainbridge_R-0.4,R-0.4,Bainbridge,R-0.4,Bainbridge_R-0.4,BainbridgeIsland_R-0.4,Residential 0.4,Y,0.4
1522,1,1522,53,35,90800,1,530350908001.0,55,56,Bainbridge,Bainbridge_R-0.4,R-0.4,Bainbridge,R-0.4,Bainbridge_R-0.4,BainbridgeIsland_R-0.4,Residential 0.4,Y,0.4
1523,1,1523,53,35,90800,2,530350908002.0,55,56,Bainbridge,Bainbridge_R-0.4,R-0.4,Bainbridge,R-0.4,Bainbridge_R-0.4,BainbridgeIsland_R-0.4,Residential 0.4,Y,0.4
1524,1,1524,53,35,90102,1,530350901021.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1525,1,1525,53,35,90502,3,530350905023.0,-1,0, , , , , , , , , ,0
1526,1,1526,53,35,940100,1,530359401001.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1527,1,1527,53,35,91100,2,530350911002.0,743,746,Kitsap,Kitsap_RP,RP,Kitsap,RP,Kitsap_RP,Kitsap_RP,Rural protection,Y,0.1
1528,1,1528,53,35,90502,2,530350905022.0,1021,1029,Poulsbo,Poulsbo_Residential Low,Residential Low,Poulsbo,Residential Low,Poulsbo_Residential Low,Poulsbo_RL,Residential low,Y,5
1529,1,1529,53,35,990100,0,530359901000.0,748,751,Kitsap,Kitsap_SVR,SVR,Kitsap,SVR,Kitsap_SVR,Kitsap_SVR,Suquamish Village residential,Y,2
1530,1,1530,53,35,90900,4,530350909004.0,58,59,Bainbridge,Bainbridge_R-2,R-2,Bainbridge,R-2,Bainbridge_R-2,BainbridgeIsland_R-2,Residential 2,Y,2
1531,1,1531,53,35,90900,2,530350909002.0,61,62,Bainbridge,Bainbridge_R-4.3,R-4.3,Bainbridge,R-4.3,Bainbridge_R-4.3,BainbridgeIsland_R-4.3,Residential 4.3,Y,4.3
1532,1,1532,53,35,91000,3,530350910003.0,56,57,Bainbridge,Bainbridge_R-1,R-1,Bainbridge,R-1,Bainbridge_R-1,BainbridgeIsland_R-1,Residential 1,Y,1
1533,1,1533,53,35,91000,1,530350910001.0,55,56,Bainbridge,Bainbridge_R-0.4,R-0.4,Bainbridge,R-0.4,Bainbridge_R-0.4,BainbridgeIsland_R-0.4,Residential 0.4,Y,0.4
1534,1,1534,53,35,80101,2,530350801012.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1535,1,1535,53,35,80101,1,530350801011.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1536,1,1536,53,35,80102,1,530350801021.0,-1,0, , , , , , , , , ,0
1537,1,1537,53,35,80102,3,530350801023.0,-1,0, , , , , , , , , ,0
1538,1,1538,53,35,80200,1,530350802001.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1539,1,1539,53,35,80300,1,530350803001.0,-1,0, , , , , , , , , ,0
1540,1,1540,53,35,91100,1,530350911001.0,-1,0, , , , , , , , , ,0
1541,1,1541,53,35,90700,2,530350907002.0,55,56,Bainbridge,Bainbridge_R-0.4,R-0.4,Bainbridge,R-0.4,Bainbridge_R-0.4,BainbridgeIsland_R-0.4,Residential 0.4,Y,0.4
1542,1,1542,53,35,940000,1,530359400001.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1543,1,1543,53,35,91000,2,530350910002.0,55,56,Bainbridge,Bainbridge_R-0.4,R-0.4,Bainbridge,R-0.4,Bainbridge_R-0.4,BainbridgeIsland_R-0.4,Residential 0.4,Y,0.4
1544,1,1544,53,35,91000,4,530350910004.0,55,56,Bainbridge,Bainbridge_R-0.4,R-0.4,Bainbridge,R-0.4,Bainbridge_R-0.4,BainbridgeIsland_R-0.4,Residential 0.4,Y,0.4
1545,1,1545,53,35,90900,1,530350909001.0,-1,0, , , , , , , , , ,0
1546,1,1546,53,35,90900,3,530350909003.0,59,60,Bainbridge,Bainbridge_R-2.9,R-2.9,Bainbridge,R-2.9,Bainbridge_R-2.9,BainbridgeIsland_R-2.9,Residential 2.9,Y,2.9
1547,1,1547,53,35,80400,3,530350804003.0,-1,0, , , , , , , , , ,0
1548,1,1548,53,35,80600,2,530350806002.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1549,1,1549,53,35,80700,2,530350807002.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1550,1,1550,53,35,80900,2,530350809002.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1551,1,1551,53,35,92801,2,530350928012.0,743,746,Kitsap,Kitsap_RP,RP,Kitsap,RP,Kitsap_RP,Kitsap_RP,Rural protection,Y,0.1
1552,1,1552,53,35,91302,4,530350913024.0,743,746,Kitsap,Kitsap_RP,RP,Kitsap,RP,Kitsap_RP,Kitsap_RP,Rural protection,Y,0.1
1553,1,1553,53,35,91302,3,530350913023.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1554,1,1554,53,35,91400,1,530350914001.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1555,1,1555,53,35,91400,2,530350914002.0,-1,0, , , , , , , , , ,0
1556,1,1556,53,35,91500,2,530350915002.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1557,1,1557,53,35,91600,2,530350916002.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1558,1,1558,53,35,91500,1,530350915001.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1559,1,1559,53,35,91600,1,530350916001.0,752,755,Kitsap,Kitsap_UL,UL,Kitsap,UL,Kitsap_UL,Kitsap_UL,Urban low residential,Y,9
1560,1,1560,53,35,91203,2,530350912032.0,-1,0, , , , , , , , , ,0
1561,1,1561,53,35,91500,3,530350915003.0,754,757,Kitsap,Kitsap_UR,UR,Kitsap,UR,Kitsap_UR,Kitsap_UR,Urban restricted,Y,5
1562,1,1562,53,35,92000,1,530350920001.0,745,748,Kitsap,Kitsap_RW,RW,Kitsap,RW,Kitsap_RW,Kitsap_RW,Rural wooded,Y,0.05
1563,1,1563,53,35,92000,3,530350920003.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1564,1,1564,53,35,91301,1,530350913011.0,-1,0, , , , , , , , , ,0
1565,1,1565,53,35,92200,3,530350922003.0,-1,0, , , , , , , , , ,0
1566,1,1566,53,35,92701,1,530350927011.0,743,746,Kitsap,Kitsap_RP,RP,Kitsap,RP,Kitsap_RP,Kitsap_RP,Rural protection,Y,0.1
1567,1,1567,53,35,92600,4,530350926004.0,733,736,Kitsap,Kitsap_MVR,MVR,Kitsap,MVR,Kitsap_MVR,Kitsap_MVR,Manchester Village residential,Y,4
1568,1,1568,53,35,92701,3,530350927013.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1569,1,1569,53,35,91700,1,530350917001.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1570,1,1570,53,35,91700,2,530350917002.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1571,1,1571,53,35,91800,1,530350918001.0,-1,0, , , , , , , , , ,0
1572,1,1572,53,35,91800,2,530350918002.0,-1,0, , , , , , , , , ,0
1573,1,1573,53,35,92600,3,530350926003.0,733,736,Kitsap,Kitsap_MVR,MVR,Kitsap,MVR,Kitsap_MVR,Kitsap_MVR,Manchester Village residential,Y,4
1574,1,1574,53,35,92000,2,530350920002.0,-1,0, , , , , , , , , ,0
1575,1,1575,53,35,80102,2,530350801022.0,-1,0, , , , , , , , , ,0
1576,1,1576,53,35,80200,2,530350802002.0,183,184,Bremerton,Bremerton_R-10,R-10,Bremerton,R-10,Bremerton_R-10,Bremerton_R-10,Low density residential,Y,10
1577,1,1577,53,35,80300,2,530350803002.0,-1,0, , , , , , , , , ,0
1578,1,1578,53,35,92600,5,530350926005.0,732,735,Kitsap,Kitsap_MVLR,MVLR,Kitsap,MVLR,Kitsap_MVLR,Kitsap_MVLR,Manchester Village low residential,Y,2
1579,1,1579,53,35,92704,1,530350927041.0,-1,0, , , , , , , , , ,0
1580,1,1580,53,35,92704,2,530350927042.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1581,1,1581,53,35,92803,2,530350928032.0,744,747,Kitsap,Kitsap_RR,RR,Kitsap,RR,Kitsap_RR,Kitsap_RR,Rural residential,Y,0.2
1582,1,1582,53,35,91203,4,530350912034.0,-1,0, , , , , , , , , ,0
1583,1,1583,53,35,91600,4,530350916004.0,-1,0, , , , , , , , , ,0
1584,1,1584,53,35,92200,4,530350922004.0,-1,0, , , , , , , , , ,0
1585,1,1585,53,35,92701,2,530350927012.0,-1,0, , , , , , , , , ,0
1586,1,1586,53,53,72903,1,530530729031.0,-1,0, , , , , , , , , ,0
1587,1,1587,53,53,61300,1,530530613001.0,-1,0, , , , , , , , , ,0
1588,1,1588,53,53,71407,2,530530714072.0,982,990,Pierce,Pierce_R5,R5,Pierce,R5,Pierce_R5,Pierce_R5,Rural 5,Y,0.2
1589,1,1589,53,53,60800,2,530530608002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1590,1,1590,53,53,73119,2,530530731192.0,965,973,Pierce,Pierce_FL,FL,Pierce,FL,Pierce_FL,Pierce_FL,Forest lands,Y,0.01
1591,1,1591,53,53,72507,2,530530725072.0,445,448,GigHarbor,GigHarbor_R-1,R-1,GigHarbor,R-1,GigHarbor_R-1,GigHarbor_R-1,Single family residential,Y,4
1592,1,1592,53,53,72603,5,530530726035.0,981,989,Pierce,Pierce_R40,R40,Pierce,R40,Pierce_R40,Pierce_R40,Rural 40,Y,0.06
1593,1,1593,53,53,72507,1,530530725071.0,436,439,GigHarbor,GigHarbor_C-1,C-1,GigHarbor,C-1,GigHarbor_C-1,GigHarbor_C-1,Commercial,Y,6
1594,1,1594,53,53,60800,4,530530608004.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1595,1,1595,53,53,71403,2,530530714032.0,993,1001,Pierce,Pierce_SF,SF,Pierce,SF,Pierce_SF,Pierce_SF,Single family,Y,4
1596,1,1596,53,53,940005,3,530539400053.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1597,1,1597,53,53,71304,2,530530713042.0,990,998,Pierce,Pierce_RR,RR,Pierce,RR,Pierce_RR,Pierce_RR,Residential resource,Y,3
1598,1,1598,53,53,71307,1,530530713071.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
1599,1,1599,53,53,73408,3,530530734083.0,-1,0, , , , , , , , , ,0
1600,1,1600,53,53,61800,1,530530618001.0,-1,0, , , , , , , , , ,0
1601,1,1601,53,53,71707,2,530530717072.0,993,1001,Pierce,Pierce_SF,SF,Pierce,SF,Pierce_SF,Pierce_SF,Single family,Y,4
1602,1,1602,53,53,940001,2,530539400012.0,-1,0, , , , , , , , , ,0
1603,1,1603,53,53,73005,3,530530730053.0,956,964,Pierce,Pierce_ARL,ARL,Pierce,ARL,Pierce_ARL,Pierce_ARL,Agricultural resource lands,Y,0.2
1604,1,1604,53,53,940003,2,530539400032.0,-1,0, , , , , , , , , ,0
1605,1,1605,53,53,63502,3,530530635023.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1606,1,1606,53,53,63502,1,530530635021.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1607,1,1607,53,53,60905,1,530530609051.0,-1,0, , , , , , , , , ,0
1608,1,1608,53,53,72309,3,530530723093.0,-1,0, , , , , , , , , ,0
1609,1,1609,53,53,71704,1,530530717041.0,-1,0, , , , , , , , , ,0
1610,1,1610,53,53,71704,3,530530717043.0,-1,0, , , , , , , , , ,0
1611,1,1611,53,53,70404,1,530530704041.0,-1,0, , , , , , , , , ,0
1612,1,1612,53,53,70100,4,530530701004.0,956,964,Pierce,Pierce_ARL,ARL,Pierce,ARL,Pierce_ARL,Pierce_ARL,Agricultural resource lands,Y,0.2
1613,1,1613,53,53,70206,1,530530702061.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
1614,1,1614,53,53,70100,3,530530701003.0,965,973,Pierce,Pierce_FL,FL,Pierce,FL,Pierce_FL,Pierce_FL,Forest lands,Y,0.01
1615,1,1615,53,53,72313,1,530530723131.0,1608,1616,UP,UP_R2,R2,UP,R2,UP_R2,UP_R2,Residential 2,Y,9
1616,1,1616,53,53,72312,2,530530723122.0,1608,1616,UP,UP_R2,R2,UP,R2,UP_R2,UP_R2,Residential 2,Y,9
1617,1,1617,53,53,71602,1,530530716021.0,993,1001,Pierce,Pierce_SF,SF,Pierce,SF,Pierce_SF,Pierce_SF,Single family,Y,4
1618,1,1618,53,53,71602,4,530530716024.0,-1,0, , , , , , , , , ,0
1619,1,1619,53,53,71902,5,530530719025.0,809,812,Lakewood,Lakewood_R1,R1,Lakewood,R1,Lakewood_R1,Lakewood_R1,Residential 1,Y,1.45
1620,1,1620,53,53,71901,1,530530719011.0,-1,0, , , , , , , , , ,0
1621,1,1621,53,53,71806,1,530530718061.0,-1,0, , , , , , , , , ,0
1622,1,1622,53,53,62801,3,530530628013.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1623,1,1623,53,53,61100,3,530530611003.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1624,1,1624,53,53,62802,1,530530628021.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1625,1,1625,53,53,62801,2,530530628012.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1626,1,1626,53,53,71210,1,530530712101.0,-1,0, , , , , , , , , ,0
1627,1,1627,53,53,71503,3,530530715033.0,993,1001,Pierce,Pierce_SF,SF,Pierce,SF,Pierce_SF,Pierce_SF,Single family,Y,4
1628,1,1628,53,53,72107,3,530530721073.0,811,814,Lakewood,Lakewood_R3,R3,Lakewood,R3,Lakewood_R3,Lakewood_R3,Residential 3,Y,4.8
1629,1,1629,53,53,63400,6,530530634006.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1630,1,1630,53,53,63400,3,530530634003.0,-1,0, , , , , , , , , ,0
1631,1,1631,53,53,62900,4,530530629004.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1632,1,1632,53,53,940004,2,530539400042.0,991,999,Pierce,Pierce_RSep,RSep,Pierce,RSep,Pierce_RSep,Pierce_Rsep,Rural separator,Y,0.4
1633,1,1633,53,53,72311,2,530530723112.0,-1,0, , , , , , , , , ,0
1634,1,1634,53,53,63300,2,530530633002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1635,1,1635,53,53,63300,3,530530633003.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1636,1,1636,53,53,61700,1,530530617001.0,-1,0, , , , , , , , , ,0
1637,1,1637,53,53,71205,1,530530712051.0,991,999,Pierce,Pierce_RSep,RSep,Pierce,RSep,Pierce_RSep,Pierce_Rsep,Rural separator,Y,0.4
1638,1,1638,53,53,70206,3,530530702063.0,956,964,Pierce,Pierce_ARL,ARL,Pierce,ARL,Pierce_ARL,Pierce_ARL,Agricultural resource lands,Y,0.2
1639,1,1639,53,53,70404,2,530530704042.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
1640,1,1640,53,53,70312,2,530530703122.0,131,132,BonneyLake,BonneyLake_R1,R1,BonneyLake,R1,BonneyLake_R1,BonneyLake_R-1,Low density residential,Y,5
1641,1,1641,53,53,70310,1,530530703101.0,-1,0, , , , , , , , , ,0
1642,1,1642,53,53,70310,3,530530703103.0,131,132,BonneyLake,BonneyLake_R1,R1,BonneyLake,R1,BonneyLake_R1,BonneyLake_R-1,Low density residential,Y,5
1643,1,1643,53,53,70307,1,530530703071.0,956,964,Pierce,Pierce_ARL,ARL,Pierce,ARL,Pierce_ARL,Pierce_ARL,Agricultural resource lands,Y,0.2
1644,1,1644,53,53,73116,1,530530731161.0,992,1000,Pierce,Pierce_RSR,RSR,Pierce,RSR,Pierce_RSR,Pierce_RSR,Rural sensitive resource,Y,0.2
1645,1,1645,53,53,72107,2,530530721072.0,811,814,Lakewood,Lakewood_R3,R3,Lakewood,R3,Lakewood_R3,Lakewood_R3,Residential 3,Y,4.8
1646,1,1646,53,53,73200,3,530530732003.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
1647,1,1647,53,53,71703,1,530530717031.0,-1,0, , , , , , , , , ,0
1648,1,1648,53,53,70403,3,530530704033.0,954,962,Orting,Orting_Residential/ Urban,Residential/ Urban,Orting,Residential/ Urban,Orting_Residential/ Urban,Orting_RU,Residential urban,Y,6
1649,1,1649,53,53,73113,1,530530731131.0,992,1000,Pierce,Pierce_RSR,RSR,Pierce,RSR,Pierce_RSR,Pierce_RSR,Rural sensitive resource,Y,0.2
1650,1,1650,53,53,70403,2,530530704032.0,956,964,Pierce,Pierce_ARL,ARL,Pierce,ARL,Pierce_ARL,Pierce_ARL,Agricultural resource lands,Y,0.2
1651,1,1651,53,53,73302,3,530530733023.0,-1,0, , , , , , , , , ,0
1652,1,1652,53,53,70313,3,530530703133.0,131,132,BonneyLake,BonneyLake_R1,R1,BonneyLake,R1,BonneyLake_R1,BonneyLake_R-1,Low density residential,Y,5
1653,1,1653,53,53,71307,2,530530713072.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
1654,1,1654,53,53,71807,1,530530718071.0,-1,0, , , , , , , , , ,0
1655,1,1655,53,53,62802,2,530530628022.0,-1,0, , , , , , , , , ,0
1656,1,1656,53,53,63400,2,530530634002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1657,1,1657,53,53,71210,3,530530712103.0,1046,1054,Puyallup,Puyallup_RS-35,RS-35,Puyallup,RS-35,Puyallup_RS-35,Puyallup_RS-35,Very low density single family,Y,1
1658,1,1658,53,53,940004,3,530539400043.0,991,999,Pierce,Pierce_RSep,RSep,Pierce,RSep,Pierce_RSep,Pierce_Rsep,Rural separator,Y,0.4
1659,1,1659,53,53,71307,3,530530713073.0,993,1001,Pierce,Pierce_SF,SF,Pierce,SF,Pierce_SF,Pierce_SF,Single family,Y,4
1660,1,1660,53,53,71208,2,530530712082.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
1661,1,1661,53,53,61800,2,530530618002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1662,1,1662,53,53,70703,2,530530707032.0,-1,0, , , , , , , , , ,0
1663,1,1663,53,53,62400,2,530530624002.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1664,1,1664,53,53,70703,3,530530707033.0,-1,0, , , , , , , , , ,0
1665,1,1665,53,53,71409,1,530530714091.0,-1,0, , , , , , , , , ,0
1666,1,1666,53,53,71100,1,530530711001.0,991,999,Pierce,Pierce_RSep,RSep,Pierce,RSep,Pierce_RSep,Pierce_Rsep,Rural separator,Y,0.4
1667,1,1667,53,53,62000,1,530530620001.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1668,1,1668,53,53,70313,5,530530703135.0,131,132,BonneyLake,BonneyLake_R1,R1,BonneyLake,R1,BonneyLake_R1,BonneyLake_R-1,Low density residential,Y,5
1669,1,1669,53,53,71406,3,530530714063.0,-1,0, , , , , , , , , ,0
1670,1,1670,53,53,70205,1,530530702051.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
1671,1,1671,53,53,70316,1,530530703161.0,-1,0, , , , , , , , , ,0
1672,1,1672,53,53,70315,4,530530703154.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
1673,1,1673,53,53,70315,2,530530703152.0,-1,0, , , , , , , , , ,0
1674,1,1674,53,53,70312,3,530530703123.0,131,132,BonneyLake,BonneyLake_R1,R1,BonneyLake,R1,BonneyLake_R1,BonneyLake_R-1,Low density residential,Y,5
1675,1,1675,53,53,70316,2,530530703162.0,-1,0, , , , , , , , , ,0
1676,1,1676,53,53,73123,1,530530731231.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
1677,1,1677,53,53,73113,2,530530731132.0,990,998,Pierce,Pierce_RR,RR,Pierce,RR,Pierce_RR,Pierce_RR,Residential resource,Y,3
1678,1,1678,53,53,72506,1,530530725061.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
1679,1,1679,53,53,71410,1,530530714101.0,-1,0, , , , , , , , , ,0
1680,1,1680,53,53,72308,4,530530723084.0,-1,0, , , , , , , , , ,0
1681,1,1681,53,53,72308,3,530530723083.0,-1,0, , , , , , , , , ,0
1682,1,1682,53,53,940010,3,530539400103.0,1044,1052,Puyallup,Puyallup_RS-08,RS-08,Puyallup,RS-08,Puyallup_RS-08,Puyallup_RS-08,Medium urban density single family,Y,5
1683,1,1683,53,53,71409,2,530530714092.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
1684,1,1684,53,53,73302,1,530530733021.0,-1,0, , , , , , , , , ,0
1685,1,1685,53,53,71803,4,530530718034.0,812,815,Lakewood,Lakewood_R4,R4,Lakewood,R4,Lakewood_R4,Lakewood_R4,Residential 4,Y,6.4
1686,1,1686,53,53,73115,3,530530731153.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
1687,1,1687,53,53,72106,1,530530721061.0,-1,0, , , , , , , , , ,0
1688,1,1688,53,53,72407,3,530530724073.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
1689,1,1689,53,53,71206,4,530530712064.0,-1,0, , , , , , , , , ,0
1690,1,1690,53,53,63300,4,530530633004.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1691,1,1691,53,53,62300,3,530530623003.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1692,1,1692,53,53,70403,1,530530704031.0,-1,0, , , , , , , , , ,0
1693,1,1693,53,53,71206,3,530530712063.0,991,999,Pierce,Pierce_RSep,RSep,Pierce,RSep,Pierce_RSep,Pierce_Rsep,Rural separator,Y,0.4
1694,1,1694,53,53,73407,1,530530734071.0,1043,1051,Puyallup,Puyallup_RS-06,RS-06,Puyallup,RS-06,Puyallup_RS-06,Puyallup_RS-06,Urban density single family,Y,6
1695,1,1695,53,53,71808,1,530530718081.0,-1,0, , , , , , , , , ,0
1696,1,1696,53,53,63501,1,530530635011.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1697,1,1697,53,53,72602,1,530530726021.0,979,987,Pierce,Pierce_R10,R10,Pierce,R10,Pierce_R10,Pierce_R10,Rural 10,Y,0.2
1698,1,1698,53,53,70311,2,530530703112.0,982,990,Pierce,Pierce_R5,R5,Pierce,R5,Pierce_R5,Pierce_R5,Rural 5,Y,0.2
1699,1,1699,53,53,70205,2,530530702052.0,984,992,Pierce,Pierce_RF,RF,Pierce,RF,Pierce_RF,Pierce_RF,Rural farm,Y,0.2
1700,1,1700,53,53,73005,1,530530730051.0,956,964,Pierce,Pierce_ARL,ARL,Pierce,ARL,Pierce_ARL,Pierce_ARL,Agricultural resource lands,Y,0.2
1701,1,1701,53,53,940005,1,530539400051.0,1562,1570,Tacoma,Tacoma_R2,R2,Tacoma,R2,Tacoma_R2,Tacoma_R-2,Single family dwelling,Y,8.7
1702,1,1702,53,53,71205,2,530530712052.0,991,999,Pierce,Pierce_RSep,RSep,Pierce,RSep,Pierce_RSep,Pierce_Rsep,Rural separator,Y,0.4
1703,1,1703,53,53,60300,3,530530603003.0,-1,0, , , , , , , , , ,0
1704,1,1704,53,53,73126,1,530530731261.0,-1,0, , , , , , , , , ,0
1705,1,1705,53,53,73122,2,530530731222.0,972,980,Pierce,Pierce_MSF,MSF,Pierce,MSF,Pierce_MSF,Pierce_MSF,Moderate density single family,Y,6
1706,1,1706,53,53,73113,3,530530731133.0,982,990,Pierce,Pierce_R5,R5,Pierce,R5,Pierce_R5,Pierce_R5,Rural 5,Y,0.2
1707,1,1707,53,53,70315,3,530530703153.0,-1,0, , , , , , , , , ,0
1708,1,1708,53,53,71207,1,530530712071.0,-1,0, , , , , , , , , ,0
1709,1,1709,53,53,71207,3,530530712073.0,-1,0, , , , , , , , , ,0
1710,1,1710,53,53,73120,1,530530731201.0,990,998,Pierce,Pierce_RR,RR,Pierce,RR,Pierce_RR,Pierce_RR,Residential resource,Y,3
