GEOID,nonwhite,poor_english,no_bachelors,rent,cost_burdened,severe_cost_burdened,poverty_200, jobs_auto_30 , ln_jobs_auto_30 , jobs_transit_45 ,ln_jobs_transit_45,transit_qt_mile,transit_2025_half,dist_super,dist_pharm,dist_rest,dist_park,dist_school,prox_high_inc,at_risk_du,voting
53033022901,0.46,0.14,0.38,0.22,0.12,0.07,0.13,"489,136",1.3,"125,368",1.2,0,0.03,0.64,0.81,0.57,0.24,0.52,0,0,0.68
53061051702,0.46,0.16,0.71,0.42,0.33,0.18,0.32,"297,719",1.3,"59,324",1.1,0,0.03,0.46,0.44,0.38,0.14,0.32,0,0.08,0.61
53061041903,0.46,0.25,0.83,0.66,0.38,0.18,0.51,"261,557",1.2,"64,184",1.1,0,0,0.69,0.64,0.36,0.03,0.48,1,0.19,0.36
53053062600,0.46,0.06,0.77,0.74,0.48,0.26,0.36,"259,340",1.2,"78,919",1.1,0.01,0.18,0.97,0.68,0.3,0.26,0.67,0,0.56,0.45
53053071803,0.46,0.11,0.8,0.78,0.47,0.25,0.46,"240,739",1.2,"41,208",1.1,0,0,0.77,0.71,0.4,0.27,0.47,1,0.22,0.35
53033025101,0.46,0.17,0.57,0.37,0.2,0.12,0.28,"427,609",1.3,"31,008",1,0,0,0.6,0.38,0.31,0.2,0.47,0,0.06,0.58
53033029305,0.46,0.19,0.67,0.24,0.21,0.16,0.21,"376,855",1.3,"25,498",1,0,0,0.63,0.52,0.59,0.25,0.34,0,0.05,0.6
53033030304,0.46,0.16,0.71,0.21,0.2,0.09,0.33,"335,733",1.3,"14,952",1,0,0,1.28,0.98,0.77,0.09,0.9,0,0.07,0.55
53033030312,0.46,0.16,0.8,0.48,0.38,0.18,0.29,"301,099",1.3,"23,966",1,0,0,0.39,0.41,0.44,0.2,0.52,1,0.01,0.46
53033031704,0.46,0.14,0.76,0.29,0.21,0.11,0.24,"240,379",1.2,"13,815",1,0,0,0.99,1.04,1.02,0.39,0.64,0,0.07,0.53
53053071503,0.46,0.08,0.85,0.55,0.37,0.18,0.38,"228,980",1.2,"16,087",1,0,0,0.48,0.48,0.35,0.11,0.72,0,0.05,0.48
53033029802,0.46,0.1,0.76,0.21,0.24,0.11,0.29,"378,466",1.3,"12,719",0.9,0,0,0.9,0.85,1.12,0.24,0.51,0,0.04,0.62
53033031907,0.46,0.09,0.49,0.16,0.18,0.1,0.15,"262,422",1.2,"1,674",0.7,0,0,0.96,0.95,0.61,0.41,0.65,0,0,0.72
53053072907,0.46,0.07,0.86,1,0.5,0.18,0.59,"31,429",1,373,0.6,0,0,0.55,1.6,0.6,1.75,0.2,0,0,0.14
53053072903,0.46,0.07,0.82,0.99,0.42,0.16,0.3,"53,212",1.1,147,0.5,0,0,1.02,2.34,0.5,0.45,3.16,0,0,0.16
53033007200,0.45,0.02,0.28,0.87,0.27,0.15,0.16,"874,505",1.4,"584,361",1.3,0.38,0.98,0.16,0.15,0.13,0.09,0.31,0,0.01,0.52
53053061601,0.45,0.1,0.65,0.91,0.38,0.21,0.59,"269,127",1.3,"100,403",1.2,0,0,0.19,0.29,0.09,0.14,0.31,0,0.3,0.51
53033032325,0.45,0.09,0.36,0.49,0.21,0.13,0.18,"391,981",1.3,"74,072",1.1,0,0.03,0.75,0.73,0.72,0.09,0.55,0,0.02,0.6
53033025200,0.45,0.16,0.6,0.31,0.22,0.12,0.21,"419,405",1.3,"25,836",1,0,0,0.82,0.8,0.45,0.15,0.54,0,0.09,0.56
53053071602,0.45,0.1,0.86,0.54,0.39,0.17,0.41,"263,259",1.2,"23,987",1,0,0,0.8,0.71,0.46,1.12,0.89,0,0.07,0.44
53033025702,0.45,0.08,0.66,0.28,0.17,0.07,0.23,"313,505",1.3,"8,615",0.9,0,0,0.75,0.96,0.89,0.33,0.36,0,0,0.64
53053073108,0.45,0.1,0.84,0.28,0.14,0.05,0.22,"90,011",1.1,26,0.3,0,0,1.23,1.26,1.02,1.11,0.93,0,0.1,0.53
53033008700,0.44,0.09,0.49,0.67,0.33,0.18,0.42,"944,508",1.4,"467,569",1.3,0.11,0.57,0.42,0.49,0.29,0.12,0.54,0,0.08,0.63
53033000401,0.44,0.11,0.62,0.75,0.48,0.22,0.4,"562,921",1.3,"301,821",1.3,0,0,0.22,0.33,0.22,0.11,0.35,1,0,0.58
53033021000,0.44,0.11,0.64,0.27,0.23,0.11,0.23,"482,206",1.3,"289,012",1.3,0,0.3,0.45,0.54,0.4,0.16,0.34,0,0,0.65
53033023500,0.44,0.11,0.41,0.29,0.16,0.11,0.14,"592,133",1.3,"211,524",1.2,0,0,0.79,0.84,0.79,0.14,0.4,0,0.01,0.75
53033021100,0.44,0.14,0.66,0.44,0.21,0.1,0.32,"478,465",1.3,"215,569",1.2,0,0.23,0.36,0.49,0.41,0.13,0.57,0,0.03,0.58
53033029700,0.44,0.19,0.82,0.52,0.49,0.18,0.42,"364,666",1.3,"48,315",1.1,0.01,0.03,0.51,0.43,0.44,0.17,0.71,0,0.06,0.46
53053072311,0.44,0.07,0.71,0.65,0.33,0.19,0.38,"220,927",1.2,"64,511",1.1,0,0,0.4,0.47,0.36,0.18,0.59,1,0.48,0.66
53061041703,0.44,0.12,0.7,0.29,0.2,0.12,0.24,"293,110",1.3,"22,507",1,0,0,0.55,0.85,0.48,0.23,0.49,0,0.1,0.62
53033031206,0.44,0.2,0.73,0.42,0.27,0.17,0.37,"256,507",1.2,"15,432",1,0,0,1.71,0.84,0.6,0.25,0.77,0,0.08,0.43
53053071901,0.44,0.04,0.79,0.48,0.33,0.15,0.3,"238,169",1.2,"32,277",1,0,0.07,0.43,0.49,0.28,0.48,0.42,0,0.08,0.51
53033030401,0.44,0.14,0.76,0.35,0.26,0.16,0.33,"366,051",1.3,"6,952",0.9,0,0,0.9,0.92,0.67,0.38,1.07,0,0.05,0.54
53053072106,0.44,0.07,0.8,0.63,0.34,0.16,0.42,"213,817",1.2,"12,644",0.9,0,0,0.37,0.43,0.33,0.2,0.34,1,0.55,0.53
53035091203,0.44,0.03,0.61,0.51,0.27,0.07,0.22,"82,105",1.1,"6,334",0.9,0,0,0.69,1.18,0.72,0.36,0.63,0,0.02,0.51
53053071411,0.44,0.06,0.85,0.24,0.18,0.1,0.24,"80,122",1.1,"5,423",0.9,0,0,0.41,0.41,0.42,3.23,1.78,0,0.07,0.51
53033030902,0.44,0.08,0.88,0.52,0.36,0.19,0.34,"271,588",1.3,"3,579",0.8,0,0,1.06,0.93,0.56,0.17,0.59,1,0.04,0.42
53033031908,0.44,0.12,0.65,0.57,0.33,0.14,0.31,"269,570",1.3,"2,918",0.8,0,0,0.72,0.71,0.6,0.54,0.34,0,0,0.55
53033004302,0.43,0.17,0.33,0.91,0.54,0.36,0.65,"837,049",1.4,"462,116",1.3,0,0.21,0.33,0.42,0.16,0.06,0.72,1,0.02,0.33
53033000700,0.43,0.14,0.53,0.51,0.34,0.19,0.31,"651,821",1.3,"379,632",1.3,0,0,0.22,0.34,0.16,0.12,0.43,1,0.04,0.64
53033025005,0.43,0.08,0.3,0.29,0.17,0.12,0.11,"408,707",1.3,"27,736",1,0,0,0.7,0.66,0.44,0.05,0.81,0,0.06,0.67
53061051905,0.43,0.11,0.72,0.35,0.36,0.18,0.26,"319,608",1.3,"30,786",1,0,0.11,0.42,0.5,0.37,0.24,0.5,0,0.1,0.58
53053940005,0.43,0.11,0.76,0.21,0.2,0.11,0.2,"309,381",1.3,"14,433",1,0,0,1.04,0.6,0.6,0.13,0.45,0,0.08,0.54
53061042006,0.43,0.12,0.58,0.62,0.23,0.13,0.1,"261,328",1.2,"13,885",1,0,0,0.71,0.74,0.43,0.27,0.47,0,0.04,0.56
53033025006,0.43,0.09,0.26,0.28,0.13,0.11,0.14,"298,284",1.3,"11,477",0.9,0,0,1.49,1.09,1.15,0.11,1.44,0,0.01,0.71
53033031205,0.43,0.09,0.72,0.3,0.3,0.15,0.26,"268,422",1.3,"11,134",0.9,0,0,1.65,0.73,0.62,0.32,0.52,0,0.04,0.57
53033032214,0.43,0.08,0.24,0.12,0.09,0.08,0.04,"178,715",1.2,"10,726",0.9,0,0,1.13,1.03,1.04,0.22,0.9,0,0.04,0.66
53053071403,0.43,0.07,0.86,0.29,0.22,0.11,0.29,"151,509",1.2,"6,217",0.9,0,0,0.92,0.95,0.75,0.39,0.68,0,0.08,0.48
53033029405,0.43,0.17,0.71,0.16,0.22,0.1,0.17,"318,929",1.3,"2,296",0.8,0,0,1.04,1.02,1,0.26,0.25,0,0.02,0.64
53053071410,0.43,0.02,0.87,0.25,0.19,0.12,0.33,"91,623",1.1,"3,811",0.8,0,0,0.63,0.71,0.61,2.65,1.43,0,0.11,0.52
53033000200,0.42,0.14,0.46,0.44,0.33,0.16,0.22,"608,408",1.3,"272,279",1.3,0,0.38,0.36,0.3,0.22,0.17,0.41,0,0.05,0.69
53033000100,0.42,0.17,0.52,0.68,0.4,0.23,0.36,"548,739",1.3,"346,106",1.3,0,0,0.21,0.17,0.14,0.15,0.83,0,0.07,0.57
53033024701,0.42,0.12,0.49,0.31,0.21,0.14,0.26,"497,027",1.3,"104,282",1.2,0,0,1.03,0.44,0.4,0.18,0.5,0,0.01,0.61
53053061602,0.42,0.07,0.67,0.9,0.29,0.12,0.5,"280,519",1.3,"110,983",1.2,0,0.41,0.34,0.2,0.17,0.33,0.52,0,0.21,0.59
53053061900,0.42,0.09,0.71,0.53,0.37,0.25,0.52,"299,027",1.3,"97,562",1.1,0,0,0.25,0.44,0.29,0.38,0.51,1,0.44,0.47
53061041901,0.42,0.2,0.71,0.35,0.36,0.19,0.33,"288,018",1.3,"68,874",1.1,0,0,0.45,0.59,0.28,0.39,0.69,1,0.37,0.5
53061051601,0.42,0.17,0.72,0.4,0.26,0.14,0.33,"287,137",1.3,"45,660",1.1,0,0,0.69,0.72,0.68,0.17,0.39,0,0.06,0.63
53033024902,0.42,0.08,0.35,0.19,0.19,0.09,0.11,"385,018",1.3,"28,487",1,0,0,0.84,1.76,0.88,0.08,0.65,0,0,0.72
53033029306,0.42,0.15,0.71,0.23,0.25,0.11,0.13,"351,823",1.3,"22,839",1,0,0,0.5,0.6,0.55,0.26,0.48,0,0.06,0.57
53035091900,0.42,0.07,0.78,0.23,0.22,0.12,0.23,"78,232",1.1,"5,666",0.9,0,0,0.73,0.64,0.64,0.69,0.37,0,0.08,0.49
53033029304,0.42,0.11,0.64,0.25,0.15,0.08,0.09,"329,141",1.3,"3,266",0.8,0,0,0.68,0.86,0.72,0.22,0.49,0,0.05,0.64
53053072000,0.42,0.1,0.87,0.67,0.54,0.28,0.65,"140,171",1.2,"4,340",0.8,0,0,1.51,1.32,0.75,0.78,0.41,1,0.34,0.35
53061052209,0.42,0.1,0.89,0.6,0.46,0.26,0.57,"61,798",1.1,"4,469",0.8,0,0,0.75,1.14,0.61,0.13,0.89,1,0.15,0.2
53033025003,0.42,0.08,0.34,0.31,0.11,0.07,0.08,"353,594",1.3,"1,639",0.7,0,0,0.99,0.78,0.96,0.13,0.92,0,0,0.68
53033032215,0.42,0.11,0.19,0.08,0.07,0.06,0.07,"126,438",1.2,521,0.6,0,0,1.69,1.65,1.68,0.04,0.81,0,0.03,0.74
53033008600,0.41,0.12,0.34,0.8,0.49,0.27,0.41,"908,001",1.4,"467,043",1.3,0.8,1,0.2,0.21,0.13,0.1,0.41,0,0.06,0.4
53033024000,0.41,0.12,0.25,0.39,0.22,0.17,0.12,"765,146",1.4,"273,906",1.3,0,0.04,0.48,0.47,0.43,0.16,0.75,0,0.15,0.69
53033001200,0.41,0.2,0.53,0.74,0.5,0.27,0.42,"750,422",1.4,"436,534",1.3,0,0.34,0.18,0.29,0.14,0.12,0.42,1,0.17,0.57
53033001300,0.41,0.13,0.47,0.57,0.3,0.19,0.22,"736,579",1.4,"430,001",1.3,0,0.23,0.46,0.28,0.28,0.13,0.73,0,0.02,0.64
53033020300,0.41,0.15,0.6,0.6,0.41,0.18,0.31,"329,825",1.3,"232,678",1.2,0,0.07,0.34,0.45,0.32,0.22,0.38,1,0.05,0.61
53033028500,0.41,0.07,0.77,0.48,0.47,0.29,0.36,"432,229",1.3,"59,231",1.1,0,0,0.47,0.41,0.46,0.14,1.11,1,0.02,0.58
53033021904,0.41,0.18,0.55,0.29,0.2,0.11,0.21,"414,612",1.3,"76,786",1.1,0,0,0.57,0.71,0.68,0.19,0.39,0,0.01,0.6
53061041811,0.41,0.09,0.76,0.48,0.29,0.2,0.24,"294,544",1.3,"68,562",1.1,0,0,0.55,0.73,0.45,0.24,0.27,0,0.49,0.52
53061051500,0.41,0.19,0.72,0.54,0.35,0.21,0.38,"293,578",1.3,"71,490",1.1,0,0,0.48,0.51,0.4,0.14,0.27,1,0.12,0.48
53061050102,0.41,0.08,0.66,0.46,0.28,0.15,0.2,"289,880",1.3,"62,034",1.1,0,0,0.5,0.58,0.38,0.29,0.88,0,0.18,0.47
53061041808,0.41,0.16,0.84,0.51,0.4,0.21,0.41,"281,823",1.3,"39,902",1.1,0,0,0.56,0.64,0.36,0.22,0.32,0,0.34,0.42
53053062500,0.41,0.06,0.84,0.4,0.32,0.18,0.36,"274,796",1.3,"76,942",1.1,0,0,0.37,0.36,0.36,0.37,0.34,0,0.05,0.48
53033030306,0.41,0.06,0.7,0.17,0.16,0.09,0.18,"249,809",1.2,"6,185",0.9,0,0,0.94,1.1,0.95,0.21,0.35,0,0,0.61
53053072108,0.41,0.05,0.81,0.49,0.31,0.14,0.34,"179,670",1.2,"10,142",0.9,0,0,1.32,2.09,0.53,0.26,0.76,0,0.07,0.52
53033032212,0.41,0.09,0.26,0.21,0.13,0.05,0.03,"136,400",1.2,"5,400",0.9,0,0,0.33,0.5,0.51,0.39,0.6,0,0,0.66
53035080800,0.41,0.03,0.85,1,0.5,0.2,0.47,"86,158",1.1,399,0.6,0,0,0.21,0.81,0.8,0.46,0.28,1,0,0.46
53053071309,0.4,0.05,0.77,0.23,0.28,0.15,0.25,"133,970",1.2,0,0,0,0,1.35,1.68,1.49,0.96,0.99,0,0.1,0.74
53053071406,0.4,0.05,0.83,0.3,0.2,0.08,0.22,"101,203",1.2,0,0,0,0,1.37,1.5,1.41,1.51,0.85,0,0.23,0.59
53033008800,0.4,0.05,0.39,0.46,0.23,0.09,0.27,"979,701",1.4,"447,175",1.3,0,0,0.54,0.35,0.22,0.12,0.32,0,0.04,0.72
53061051200,0.4,0.09,0.68,0.41,0.31,0.16,0.28,"320,079",1.3,"44,274",1.1,0,0.12,0.59,0.64,0.39,0.15,0.3,0,0.01,0.58
53053071707,0.4,0.05,0.87,0.47,0.36,0.2,0.32,"257,109",1.2,"46,181",1.1,0,0,0.48,0.43,0.29,1.05,0.63,0,0.02,0.37
53053061002,0.4,0.13,0.79,0.69,0.34,0.22,0.41,"210,083",1.2,"76,969",1.1,0,0,0.4,0.3,0.37,0.4,0.51,0,0.32,0.57
53061051928,0.4,0.12,0.6,0.62,0.32,0.15,0.23,"301,026",1.3,"27,840",1,0,0,0.52,0.62,0.52,0.33,0.29,0,0.15,0.49
53033032318,0.4,0.08,0.24,0.11,0.06,0.04,0.04,"218,244",1.2,"20,078",1,0,0,0.72,0.72,0.82,0.71,0.37,0,0.03,0.67
53033032210,0.4,0.06,0.33,0.3,0.17,0.1,0.12,"193,602",1.2,"25,096",1,0,0,1.02,0.98,0.36,0.13,0.84,0,0.07,0.69
53033025602,0.4,0.12,0.54,0.06,0.12,0.07,0.13,"331,874",1.3,"5,020",0.9,0,0,0.69,0.69,0.63,0.17,0.67,0,0.02,0.68
53061052003,0.4,0.11,0.5,0.22,0.08,0.07,0.12,"267,826",1.2,"9,955",0.9,0,0,1.25,1.25,0.61,0.15,0.49,0,0.02,0.65
53053071408,0.4,0.1,0.91,0.36,0.29,0.12,0.43,"143,754",1.2,"11,202",0.9,0,0,0.86,0.86,0.71,0.94,0.23,0,0.1,0.41
53035080102,0.4,0.08,0.82,0.5,0.29,0.13,0.44,"80,142",1.1,"8,920",0.9,0,0,0.4,0.31,0.37,0.19,0.47,0,0.02,0.41
53061052208,0.4,0.17,0.8,0.63,0.29,0.11,0.41,"67,830",1.1,"7,764",0.9,0,0,0.38,0.53,0.45,0.12,0.33,1,0.07,0.54
53053072905,0.39,0.07,0.8,0.99,0.61,0.28,0.58,"25,001",1,0,0,0,0,2.04,0.46,0.52,1.15,0.81,0,0,0.16
53061041805,0.39,0.11,0.86,0.5,0.42,0.18,0.39,"261,491",1.2,"46,945",1.1,0,0,0.34,0.31,0.32,0.2,0.66,0,0.13,0.47
53061051922,0.39,0.09,0.53,0.19,0.2,0.15,0.14,"310,777",1.3,"14,286",1,0,0,0.91,1.02,0.83,0.22,0.76,0,0.2,0.64
53033031100,0.39,0.09,0.84,0.44,0.38,0.14,0.34,"245,691",1.2,"17,661",1,0,0,0.99,1.56,0.52,0.18,0.51,0,0.01,0.42
53053072312,0.39,0.13,0.65,0.56,0.31,0.13,0.4,"241,747",1.2,"17,630",1,0,0,0.68,0.6,0.56,0.2,0.78,0,0.27,0.52
53053071304,0.39,0.06,0.78,0.53,0.25,0.13,0.23,"179,300",1.2,"13,928",1,0,0,0.35,0.47,0.39,0.2,0.55,0,0.33,0.52
53033032211,0.39,0.1,0.32,0.22,0.15,0.1,0.04,"159,420",1.2,"14,124",1,0,0,0.45,0.5,0.51,0.34,0.44,0,0.03,0.73
53033032321,0.39,0.08,0.23,0.06,0.09,0.07,0.06,"345,806",1.3,"10,031",0.9,0,0,2.01,1.47,1.22,0.43,0.57,0,0.04,0.77
53035080200,0.39,0.07,0.84,0.53,0.41,0.19,0.48,"79,861",1.1,"7,804",0.9,0,0,0.43,0.42,0.24,0.35,0.55,0,0.05,0.46
53053071506,0.39,0.07,0.83,0.24,0.23,0.11,0.19,"160,320",1.2,"1,580",0.7,0,0,1.43,1.43,1.42,0.69,0.76,0,0.03,0.59
53061940002,0.38,0.03,0.83,0.26,0.23,0.13,0.33,"43,807",1.1,0,0,0,0,4.84,4.89,3.5,1.23,4.88,0,0,0.76
53033009500,0.38,0.08,0.39,0.28,0.2,0.09,0.3,"906,472",1.4,"416,637",1.3,0.11,0.26,0.32,0.35,0.27,0.07,0.32,0,0.09,0.76
53033008001,0.38,0.01,0.31,0.79,0.18,0.07,0.21,"835,449",1.4,"564,315",1.3,0,0.27,0.17,0.19,0.08,0.09,0.23,0,0.02,0.55
53033022606,0.38,0.16,0.43,0.29,0.19,0.08,0.14,"478,277",1.3,"136,335",1.2,0,0,0.61,1.07,0.59,0.21,0.65,0,0.04,0.6
53033022902,0.38,0.08,0.24,0.3,0.09,0.07,0.1,"445,734",1.3,"87,297",1.1,0,0,1.37,1.41,0.86,0.16,0.46,0,0.01,0.65
53033026700,0.38,0.12,0.62,0.28,0.26,0.15,0.26,"407,934",1.3,"66,816",1.1,0,0,0.79,0.5,0.45,0.15,0.52,0,0.02,0.72
53053071504,0.38,0.03,0.86,0.67,0.38,0.18,0.55,"248,439",1.2,"40,577",1.1,0,0,0.54,0.48,0.32,0.52,0.54,0,0.04,0.28
53033030504,0.38,0.1,0.86,0.51,0.34,0.18,0.38,"325,689",1.3,"30,967",1,0,0,0.4,0.39,0.33,0.23,0.29,0,0.02,0.49
53061051921,0.38,0.14,0.6,0.42,0.25,0.13,0.24,"308,078",1.3,"18,836",1,0,0,0.85,0.84,0.56,0.26,1.36,0,0.33,0.55
53061040200,0.38,0.19,0.89,0.8,0.46,0.19,0.54,"209,398",1.2,"35,884",1,0,0,0.5,0.38,0.36,0.17,0.32,0,0.09,0.36
53053072308,0.38,0.04,0.63,0.42,0.23,0.13,0.27,"203,190",1.2,"14,049",1,0,0,0.85,0.96,0.7,0.3,0.8,0,0.07,0.66
53053071409,0.38,0.02,0.91,0.4,0.32,0.12,0.4,"134,057",1.2,"8,234",0.9,0,0,0.91,0.91,0.75,0.98,0.24,0,0.15,0.39
53053940002,0.38,0.08,0.79,0.45,0.28,0.16,0.28,"342,829",1.3,"4,559",0.8,0,0,0.8,1,0.74,0.43,1.55,0,0.23,0.51
53053073122,0.38,0.04,0.75,0.34,0.21,0.14,0.19,"85,358",1.1,232,0.5,0,0,1.2,1.83,1.51,1.02,0.55,0,0.18,0.68
53033008200,0.37,0.11,0.32,0.84,0.33,0.22,0.25,"1,004,382",1.4,"615,195",1.3,0.33,1,0.08,0.18,0.1,0.08,0.78,0,0.01,0.56
53033007300,0.37,0.07,0.38,0.89,0.26,0.13,0.25,"926,288",1.4,"568,462",1.3,0.7,1,0.16,0.17,0.17,0.13,0.3,0,0.06,0.54
53033001000,0.37,0.1,0.37,0.41,0.24,0.14,0.33,"698,070",1.3,"331,435",1.3,0,0,0.66,0.88,0.35,0.14,0.36,1,0.03,0.74
53033022802,0.37,0.1,0.3,0.3,0.17,0.13,0.12,"494,046",1.3,"161,712",1.2,0,0.07,0.78,0.77,0.48,0.17,0.48,0,0.04,0.6
53033022005,0.37,0.08,0.44,0.46,0.22,0.12,0.11,"447,683",1.3,"130,097",1.2,0,0,0.24,0.46,0.21,0.17,0.63,0,0,0.52
53033032324,0.37,0.14,0.5,0.43,0.14,0.08,0.16,"406,692",1.3,"109,498",1.2,0,0.17,0.57,0.6,0.49,0.17,0.36,0,0.07,0.63
53053063200,0.37,0.09,0.86,0.36,0.39,0.2,0.39,"272,995",1.3,"75,538",1.1,0,0,0.3,0.36,0.38,0.32,0.41,0,0.07,0.46
53061051924,0.37,0.07,0.51,0.42,0.29,0.17,0.17,"296,204",1.3,"24,787",1,0,0,0.64,0.62,0.37,0.17,0.84,0,0.31,0.59
53053071505,0.37,0.04,0.86,0.37,0.27,0.1,0.22,"222,568",1.2,"16,319",1,0,0,0.96,0.96,0.91,0.51,0.59,0,0.1,0.52
53033024702,0.37,0.1,0.43,0.16,0.13,0.1,0.12,"478,425",1.3,"12,172",0.9,0,0,0.9,0.81,0.55,0.17,0.55,0,0.04,0.65
53053940008,0.37,0.07,0.6,0.37,0.21,0.14,0.19,"272,311",1.3,"6,644",0.9,0,0,1.01,0.77,0.61,0.27,0.44,0,0.03,0.66
53033031706,0.37,0.07,0.73,0.35,0.24,0.15,0.25,"226,818",1.2,"5,540",0.9,0,0,0.49,0.39,0.21,0.17,0.83,0,0.11,0.62
53035081000,0.37,0.02,0.88,0.59,0.29,0.12,0.45,"91,002",1.1,"7,821",0.9,0,0,0.75,0.53,0.3,0.5,0.43,1,0.06,0.36
53033029307,0.37,0.14,0.64,0.18,0.18,0.06,0.15,"317,406",1.3,276,0.6,0,0,1.29,1.45,1.26,0.13,0.41,0,0.02,0.63
53053072906,0.36,0.04,0.78,0.74,0.13,0,0.06,"34,410",1,0,0,0,0,2.08,2.12,1.34,2.94,NA,0,0,0.02
53053072800,0.36,0.02,0.49,0.5,0.19,0.09,0.16,"18,759",1,0,0,0,0,1.09,3,0.5,0.34,4.29,0,0.05,0.62
53033008100,0.36,0.04,0.46,0.76,0.26,0.13,0.34,"878,756",1.4,"672,253",1.3,0.9,1,0.11,0.16,0.05,0.09,0.71,0,0,0.56
53033000600,0.36,0.11,0.51,0.49,0.3,0.18,0.33,"692,426",1.3,"358,726",1.3,0,0.24,0.35,0.36,0.25,0.16,0.49,0,0.02,0.64
53033010200,0.36,0.09,0.37,0.22,0.19,0.13,0.13,"729,208",1.3,"248,457",1.2,0,0,0.57,0.3,0.22,0.25,0.35,0,0.01,0.92
53033023700,0.36,0.07,0.29,0.32,0.2,0.14,0.14,"715,947",1.3,"240,796",1.2,0,0.39,0.49,0.71,0.43,0.16,0.7,0,0,0.66
53061041704,0.36,0.13,0.62,0.63,0.28,0.12,0.23,"292,793",1.3,"30,026",1,0,0,0.34,0.34,0.23,0.17,0.95,0,0.06,0.55
53061041606,0.36,0.09,0.71,0.43,0.29,0.14,0.26,"280,906",1.3,"13,495",1,0,0,0.45,0.55,0.52,0.48,0.53,0,0.07,0.56
53053072307,0.36,0.03,0.69,0.47,0.37,0.19,0.3,"205,619",1.2,"26,273",1,0,0,0.75,0.72,0.69,0.32,0.37,0,0.08,0.69
53033029902,0.36,0.07,0.73,0.12,0.19,0.07,0.14,"350,378",1.3,"2,166",0.8,0,0,1.47,1.72,0.91,0.44,0.54,0,0.1,0.73
53033030901,0.36,0.14,0.91,0.25,0.4,0.19,0.42,"316,831",1.3,"4,137",0.8,0,0,1.3,0.91,0.53,0.2,0.9,0,0.15,0.49
53053073123,0.35,0.02,0.63,0.08,0.09,0.05,0.13,"78,700",1.1,0,0,0,0,1.09,1.47,1.1,0.98,0.73,0,0.1,0.71
53033023100,0.35,0.14,0.41,0.24,0.17,0.12,0.11,"441,214",1.3,"121,418",1.2,0,0,1,0.96,0.69,0.21,0.76,0,0.04,0.69
53033020600,0.35,0.13,0.65,0.22,0.29,0.21,0.22,"384,023",1.3,"209,448",1.2,0,0.21,0.45,0.43,0.4,0.14,0.37,0,0.13,0.76
53033020500,0.35,0.08,0.57,0.38,0.29,0.19,0.26,"376,945",1.3,"58,631",1.1,0,0.25,0.33,0.27,0.26,0.36,0.49,0,0.09,0.74
53033030600,0.35,0.07,0.88,0.45,0.34,0.18,0.33,"303,978",1.3,"40,955",1.1,0,0.1,0.48,0.49,0.23,0.16,0.52,0,0.09,0.5
53033030403,0.35,0.08,0.66,0.1,0.2,0.07,0.21,"346,786",1.3,"6,350",0.9,0,0,1.05,1.37,0.87,0.33,0.84,0,0.02,0.56
53053072105,0.35,0.05,0.67,0.18,0.15,0.08,0.18,"149,025",1.2,214,0.5,0,0,0.75,0.75,0.55,0.15,1.01,0,0,0.52
53033030501,0.34,0.1,0.86,0.85,0.6,0.32,0.52,"342,153",1.3,"60,249",1.1,0.37,0.1,0.61,0.78,0.49,0.38,1.05,0,0.15,0.36
53061050900,0.34,0.15,0.6,0.57,0.33,0.14,0.31,"335,086",1.3,"75,363",1.1,0,0,0.34,0.41,0.27,0.35,0.48,0,0.6,0.56
53061041100,0.34,0.1,0.81,0.47,0.36,0.11,0.4,"260,178",1.2,"53,014",1.1,0,0,0.45,0.72,0.25,0.33,0.39,0,0.15,0.53
53033025001,0.34,0.09,0.42,0.17,0.15,0.07,0.09,"429,663",1.3,"31,331",1,0,0,0.74,0.46,0.44,0.17,0.56,0,0.03,0.66
53061051300,0.34,0.07,0.62,0.38,0.23,0.13,0.13,"318,755",1.3,"28,110",1,0,0,0.48,0.49,0.35,0.12,0.33,0,0,0.65
53061052004,0.34,0.07,0.51,0.34,0.23,0.18,0.12,"283,037",1.3,"18,335",1,0,0,0.48,0.5,0.55,0.06,0.85,0,0.03,0.7
53061052006,0.34,0.09,0.56,0.13,0.16,0.07,0.09,"269,709",1.3,"18,092",1,0,0,0.94,0.94,0.88,0.06,0.51,0,0.01,0.75
53061041400,0.34,0.04,0.83,0.32,0.4,0.2,0.37,"258,782",1.2,"35,267",1,0,0,0.69,0.48,0.49,0.17,0.79,0,0.1,0.54
53033030305,0.34,0.07,0.73,0.19,0.31,0.13,0.29,"253,061",1.2,"6,435",0.9,0,0,1.45,1.6,1.43,0.25,0.48,0,0.01,0.55
53053070316,0.34,0.05,0.56,0.46,0.25,0.05,0.13,"202,380",1.2,"3,249",0.8,0,0,0.43,0.47,0.41,0.32,1.34,0,0.12,0.4
53053071306,0.34,0.08,0.81,0.21,0.13,0.08,0.14,"171,609",1.2,167,0.5,0,0,1.3,1.61,1.5,0.88,0.66,0,0.15,0.59
53035090300,0.33,0,0.85,1,0.5,0.19,0.44,"77,900",1.1,0,0,0,0,0.58,0.79,0.56,1.43,1.1,1,0,0.11
53033007402,0.33,0.03,0.43,0.8,0.4,0.17,0.38,"922,955",1.4,"593,609",1.3,0.64,1,0.15,0.08,0.15,0.11,0.42,0,0.03,0.58
